"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","rt.sulfur.dioxide"
"2902",6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,6
"1671",7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,6,5.74456264653803
"3464",6.2,0.3,0.31,1.6,0.035,40,106,0.98914,3.26,0.39,12.9,7,6.32455532033676
"3191",5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5,7,5.56776436283002
"619",7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,6,7.21110255092798
"2977",6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,6,5.8309518948453
"3186",6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,6,7
"67",6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,7,5.19615242270663
"3442",7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1,5,5.56776436283002
"1103",6.3,0.16,0.4,1.6,0.033,59,148,0.9914,3.44,0.53,11.4,5,7.68114574786861
"3138",6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,6,6.48074069840786
"431",6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,6.92820323027551
"3368",6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6,5.47722557505166
"3884",6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,5.8309518948453
"4185",6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,7,4.89897948556636
"2444",6.6,0.32,0.33,2.5,0.052,40,219.5,0.99316,3.15,0.6,10,5,6.32455532033676
"253",6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,6.32455532033676
"276",6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,6,7.14142842854285
"2872",6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,4.47213595499958
"1449",7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,4.24264068711928
"1197",6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7,6
"1346",7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,8,6
"4629",6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,6,4.89897948556636
"7",6.2,0.32,0.16,7,0.045,30,136,0.9949,3.18,0.47,9.6,6,5.47722557505166
"3157",6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5,5.29150262212918
"249",5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,7,3.46410161513775
"2325",6.9,0.3,0.21,7.2,0.045,54,190,0.99595,3.22,0.48,9.4,5,7.34846922834953
"2158",8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6,5.56776436283002
"1913",7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6,4.47213595499958
"4244",6.8,0.26,0.26,2,0.019,23.5,72,0.99041,3.16,0.47,11.8,6,4.84767985741633
"334",6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,5,5.47722557505166
"4351",7,0.36,0.25,5.7,0.015,14,73,0.98963,2.82,0.59,13.2,6,3.74165738677394
"2578",6.7,0.25,0.36,8.6,0.037,63,206,0.99553,3.18,0.5,9.6,5,7.93725393319377
"2767",6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12,6,6
"4249",5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6,5.09901951359278
"2479",6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6,7.61577310586391
"3828",5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,5,3.60555127546399
"4677",6.5,0.25,0.32,9.9,0.045,41,128,0.99636,3.18,0.52,9.6,6,6.40312423743285
"3664",6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6,7.68114574786861
"4692",6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,6.16441400296898
"2135",6.8,0.26,0.32,7,0.041,38,118,0.9939,3.25,0.52,10.8,6,6.16441400296898
"3901",7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5,4.12310562561766
"3404",8.8,0.27,0.25,5,0.024,52,99,0.9925,2.87,0.49,11.4,5,7.21110255092798
"2774",7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7,4.69041575982343
"2697",6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,6,6
"2509",6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8,6,6.70820393249937
"3148",7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6,6.70820393249937
"1285",7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7,5.09901951359278
"911",6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,5,4.89897948556636
"612",7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6,3
"3887",6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,5.8309518948453
"1550",8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6,4.12310562561766
"218",5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5,7.41619848709566
"4370",6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,6,6
"3280",7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,6,4.79583152331272
"1079",6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,5,7.48331477354788
"1868",6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,6,5.8309518948453
"397",8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5,5.47722557505166
"4716",6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6,4.12310562561766
"861",8.1,0.27,0.35,1.7,0.03,38,103,0.99255,3.22,0.63,10.4,8,6.16441400296898
"1910",7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5,6.32455532033676
"2354",7,0.18,0.26,1.4,0.044,46,89,0.99256,3.39,0.48,10.7,7,6.78232998312527
"3778",6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6,6.40312423743285
"732",6.2,0.25,0.48,10,0.044,78,240,0.99655,3.25,0.47,9.5,6,8.83176086632785
"808",6.2,0.29,0.26,13.1,0.046,55,204,0.99745,3.16,0.41,9.6,6,7.41619848709566
"4601",8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,6,4.47213595499958
"3133",6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,6.08276253029822
"4307",6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6,7.14142842854285
"303",6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,6
"158",6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,6.16441400296898
"2301",7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,7,5.29150262212918
"4486",6.7,0.31,0.33,2,0.033,12,74,0.99064,3.29,0.65,12.5,6,3.46410161513775
"3489",7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6,5
"4108",6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,6,6.70820393249937
"1708",6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,5,6.92820323027551
"2118",7.7,0.26,0.32,1.2,0.04,26,117,0.993,3.21,0.56,10.8,5,5.09901951359278
"1189",7.1,0.21,0.3,1.4,0.037,45,143,0.9932,3.13,0.33,9.9,6,6.70820393249937
"4099",6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,5,5.47722557505166
"2681",8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6,7.21110255092798
"3653",6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6,4.12310562561766
"2411",7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,6,5.47722557505166
"4058",6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,6,6.16441400296898
"3873",7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,4,7.93725393319377
"1061",8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7,5.47722557505166
"2856",6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,6.78232998312527
"2030",7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6,6.70820393249937
"3682",7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,6.08276253029822
"2841",6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,6,4.79583152331272
"1213",7.6,0.32,0.36,1.6,0.04,32,155,0.993,3.23,0.52,11.3,6,5.65685424949238
"4161",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,5.74456264653803
"3158",6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7,6.16441400296898
"674",6.7,0.31,0.3,2.1,0.038,18,130,0.9928,3.36,0.63,10.6,6,4.24264068711928
"3913",6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,5.8309518948453
"1051",7.3,0.24,0.34,7.5,0.048,29,152,0.9962,3.1,0.54,9,5,5.3851648071345
"3315",6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1,6,8.12403840463596
"4043",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,5
"1918",7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,4.47213595499958
"3120",5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8,5,1.73205080756888
"1695",7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,6,6.85565460040104
"499",5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5,3.60555127546399
"553",7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7,5.65685424949238
"3967",5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,6
"3151",5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,6,3.46410161513775
"478",7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6,5.3851648071345
"4496",6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,6,8.42614977317636
"4645",6.8,0.29,0.22,3.4,0.035,40,122,0.99024,3.09,0.47,12.3,6,6.32455532033676
"1468",7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,7,5.47722557505166
"1004",6.9,0.24,0.39,1.3,0.063,18,136,0.9928,3.31,0.48,10.4,7,4.24264068711928
"1608",5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,7,6.6332495807108
"3848",6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5,6
"769",6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7,6.40312423743285
"4843",6.2,0.28,0.57,1,0.043,50,92,0.99004,3.17,0.36,11.5,6,7.07106781186548
"3851",6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6,4.47213595499958
"2060",5.7,0.46,0.46,1.4,0.04,31,169,0.9932,3.13,0.47,8.8,5,5.56776436283002
"4535",6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,6,5.91607978309962
"919",7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,6,5.19615242270663
"1816",6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,3.16227766016838
"917",7.4,0.13,0.39,4.7,0.042,36,137,0.995,3.36,0.56,10.3,7,6
"1895",6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,5,5.56776436283002
"4356",6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,5.8309518948453
"2471",7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,5,5.8309518948453
"4476",5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,6,6.08276253029822
"2764",7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6,2
"4009",6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,5
"3760",7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,6.85565460040104
"4246",7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,5,6.48074069840786
"236",7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,7.41619848709566
"1354",6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5,6.32455532033676
"149",6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,7,4.35889894354067
"3060",8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,4.79583152331272
"3721",6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9,7,6.32455532033676
"2048",6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6,5,5.29150262212918
"4636",5.8,0.345,0.15,10.8,0.033,26,120,0.99494,3.25,0.49,10,6,5.09901951359278
"1697",8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,6,6.85565460040104
"135",6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,5,7.41619848709566
"2495",7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,4,4.47213595499958
"1951",8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,7
"4438",6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,6,5
"2069",5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11,6,5.09901951359278
"3780",6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,7,5.56776436283002
"579",6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7,5.09901951359278
"2356",7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,7,3.74165738677394
"744",5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,5,6.16441400296898
"858",8.2,0.4,0.48,13.7,0.042,59,169,0.9986,3.1,0.52,9.4,5,7.68114574786861
"4571",5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4,6,3.46410161513775
"3470",7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6,8.24621125123532
"3305",6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7,6.40312423743285
"2284",7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5,8.18535277187245
"96",7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2,6,7.87400787401181
"707",6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,5,7.07106781186548
"4341",7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,6.70820393249937
"449",6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,4.89897948556636
"4854",5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4,5,4.47213595499958
"387",5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7,4.89897948556636
"3582",7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8,7,4.35889894354067
"4763",5.9,0.48,0.3,1.5,0.037,19,78,0.99057,3.47,0.42,11.9,7,4.35889894354067
"3781",6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5,7.81024967590665
"4230",6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6,3.3166247903554
"3575",8.1,0.17,0.21,1.6,0.036,24,119,0.99396,3.18,0.52,10.1,6,4.89897948556636
"2780",6.7,0.2,0.37,1.65,0.025,42,103,0.99022,3.11,0.45,11.4,5,6.48074069840786
"4889",6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,5,6.16441400296898
"3081",8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,4.79583152331272
"2686",7,0.16,0.36,2.6,0.029,28,98,0.99126,3.11,0.37,11.2,7,5.29150262212918
"3993",6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,7,5.09901951359278
"1116",7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8,5.74456264653803
"983",5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,6,3.87298334620742
"1452",7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5,3.3166247903554
"4051",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,5
"1678",7.3,0.23,0.37,1.8,0.032,60,156,0.992,3.11,0.35,11.1,6,7.74596669241483
"2675",7.2,0.35,0.25,5.6,0.032,23,120,0.99334,2.93,0.66,10.3,7,4.79583152331272
"3396",6.6,0.26,0.46,7.8,0.047,48,186,0.9958,3.2,0.54,9.1,5,6.92820323027551
"576",8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,6,6.85565460040104
"2700",6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6,5.09901951359278
"2291",7.4,0.18,0.24,1.4,0.047,21,106,0.99383,3.52,0.64,10.5,7,4.58257569495584
"3725",5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,6,5.3851648071345
"1429",8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,5.29150262212918
"782",7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,6,6.6332495807108
"2392",6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,6,5.65685424949238
"713",8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6,5.56776436283002
"1062",7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,5,6.70820393249937
"645",6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,5,5.65685424949238
"4845",4.8,0.29,0.23,1.1,0.044,38,180,0.98924,3.28,0.34,11.9,6,6.16441400296898
"2178",6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9,7,4.79583152331272
"318",6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,6
"2734",6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7,4.89897948556636
"3956",7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,5.8309518948453
"3977",7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,5.91607978309962
"3394",8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,6,5.91607978309962
"1594",8.6,0.16,0.49,7.3,0.043,9,63,0.9953,3.13,0.59,10.5,6,3
"281",7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,8,4.69041575982343
"3451",6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7,6.557438524302
"3722",7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,5,5.29150262212918
"4732",5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6,7.28010988928052
"4388",7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,6,5.8309518948453
"2166",7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5,3.87298334620742
"2134",8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,6,4.69041575982343
"3083",6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,6,3.16227766016838
"2220",6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5,7,6
"3476",6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6,4.69041575982343
"2198",7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7,6,5.09901951359278
"3107",7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6,5.29150262212918
"2448",6.5,0.27,0.26,8.2,0.042,21,133,0.99612,3.43,0.64,9.8,6,4.58257569495584
"749",6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6,6.6332495807108
"4644",6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1,6,6.85565460040104
"968",6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6,6.16441400296898
"4165",7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,5,3.60555127546399
"3128",7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11,5,3.16227766016838
"3677",5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7,5
"555",7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7,5.65685424949238
"3118",6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7,6.40312423743285
"693",6,0.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8,5,6
"1006",6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8,6,4.24264068711928
"1371",7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,6,4.79583152331272
"1167",6.1,0.45,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5,5,3.60555127546399
"538",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,7.28010988928052
"3354",6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6,5.56776436283002
"673",7.1,0.32,0.34,14.5,0.039,46,150,0.995,3.38,0.5,12.5,8,6.78232998312527
"3655",6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,6,4.12310562561766
"2741",6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,6,7.34846922834953
"2464",7,0.26,0.26,10.8,0.039,37,184,0.99787,3.47,0.58,10.3,7,6.08276253029822
"4097",8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,5,3.60555127546399
"4135",6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,6,5.09901951359278
"3573",7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,2.64575131106459
"4740",5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.65,6,5.56776436283002
"2688",6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2,5,7.48331477354788
"4802",6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7,6.6332495807108
"2023",7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6,6.70820393249937
"1207",7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8,6,7.81024967590665
"1493",8,0.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10,5,6.85565460040104
"2905",6.4,0.25,0.32,0.9,0.034,40,114,0.99114,3.31,0.58,10.8,7,6.32455532033676
"2554",6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,7.93725393319377
"890",6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7,5.8309518948453
"4551",6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,6,4.47213595499958
"3734",6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5,6,6.2449979983984
"1080",6.3,0.34,0.29,6.2,0.046,29,227,0.9952,3.29,0.53,10.1,6,5.3851648071345
"4877",6.2,0.38,0.42,2.5,0.038,34,117,0.99132,3.36,0.59,11.6,7,5.8309518948453
"2676",7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,7,4.79583152331272
"834",6.9,0.25,0.34,1.3,0.035,27,82,0.99045,3.18,0.44,12.2,6,5.19615242270663
"1821",6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,3.16227766016838
"1945",6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,7.81024967590665
"33",7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,6,5.56776436283002
"1406",6.3,0.39,0.24,6.9,0.069,9,117,0.9942,3.15,0.35,10.2,4,3
"1410",7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,6,5.3851648071345
"864",6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1,6,4.89897948556636
"3453",8,0.24,0.48,6.8,0.047,13,134,0.99616,3.23,0.7,10,5,3.60555127546399
"3710",6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,5,7.28010988928052
"1798",6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,8,6.08276253029822
"3111",6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,6,4.35889894354067
"2907",6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,5,7.68114574786861
"4363",6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6,5.47722557505166
"4329",6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,5,5.29150262212918
"2571",6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5,6.2449979983984
"349",7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,6,6.16441400296898
"3332",6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6,6.85565460040104
"3886",7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,4.58257569495584
"638",7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,5,5
"4672",4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667,5,8.30662386291807
"1269",7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5,4.58257569495584
"4183",7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,6,3.87298334620742
"1194",7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7,6.67083203206317
